num,logFC,logCPM,PValue
6595,0.001532128,8.360602923,0.989991801
6625,-0.292200076,7.689247498,0.024923885
6723,-0.286580601,7.570042507,0.182579365
6735,0.035302745,8.079813065,0.645811216
6753,-0.002272714,9.074716596,0.977017064
6772,0.093005252,7.426024364,0.294951948
6773,-0.004397297,7.920182185,0.960995183
6775,0.066174682,8.412536438,0.416995286
6783,-0.386660918,7.415496449,0.000238657
6790,0.073304516,7.827196512,0.373758312
7038,0.077191187,8.679504717,0.311095169
7041,-0.073040847,7.718142549,0.365561634
7042,-0.004222259,10.02423865,0.956850993
7045,0.078085363,7.522670379,0.38790025
7049,0.006337344,7.424473569,0.942071906
7087,-0.286516431,7.002877442,0.165492691
7088,-0.217746042,7.19739649,0.013123381
7121,-0.003870799,8.523965588,0.958694118
7128,-0.062772459,7.544080572,0.482925641
7148,-0.279194761,10.13842009,0.033432668
7163,0.019872667,7.503805894,0.81503346
7279,0.245820031,7.192617982,0.019098366
7285,0.069595159,8.871715316,0.455539445
7334,-0.064539662,7.836045852,0.450388133
7356,-0.006734066,7.750766841,0.94621257
7373,0.072368231,7.797207266,0.393572019
7381,0.028865341,7.885058401,0.710623283
7430,0.092725528,7.951938112,0.234717642
7454,-0.008118072,8.028583214,0.920962853
7457,0.006459485,7.271902835,0.943504807
7511,0.0286068,7.26387047,0.758514258
7520,0.054609539,7.449099359,0.541250675
7555,-0.077074277,7.387959107,0.43519087
7567,-0.010402462,7.33117694,0.916184981
7581,0.014192534,7.991729398,0.861870346
7615,0.040972278,7.94869153,0.615718426
7666,0.007737046,8.446775883,0.918621725
7667,-0.126825363,7.16980076,0.187181718
7747,-0.118988435,7.194946248,0.196535915
7760,0.130397312,7.624450812,0.10482107
7765,0.188679438,7.284360647,0.042051312
7768,0.051549366,8.074022948,0.552921013
7772,0.104508257,8.508074539,0.152535541
7774,-0.044138436,7.955091169,0.587120263
7903,0.019404607,7.354752234,0.85023546
7923,0.028924789,8.782562425,0.759069093
7934,-0.068159959,8.989126143,0.424687267
8000,-0.042526083,7.308369107,0.628479399
8024,0.090765805,7.421726528,0.354788743
8132,-0.035604405,8.236193853,0.64561485
8140,0.052153525,8.45821412,0.475924319
8160,-0.226150384,7.733389528,0.008249031
8176,0.026027151,7.774653352,0.772689632
8187,-0.339144144,7.295518887,0.014630731
8199,0.048412123,8.499981291,0.571032299
8208,0.016052209,7.339051838,0.857500919
8213,-0.024835405,8.319065274,0.774204161
8231,-0.112780982,7.326128299,0.268111406
8243,-0.089161897,7.935989712,0.378834145
8251,-0.113677272,7.176921049,0.305466163
8253,-0.118728195,7.33447162,0.168819251
8257,0.031594573,7.478644605,0.728944799
8291,-0.037188963,10.22726375,0.648275403
8302,0.123790534,7.653046074,0.237145424
8366,-0.053363815,7.424669902,0.505546535
8373,0.086066012,8.225014209,0.38151891
8378,0.070358666,8.657050623,0.527593946
8404,-0.024300518,7.694357691,0.781797479
8435,0.110570747,7.403876065,0.314670787
8438,0.0386684,7.297844816,0.708078605
8463,-0.016018338,7.630170162,0.887361123
8502,-0.020268388,8.044988603,0.834155239
8516,-0.035935067,7.717290407,0.682654439
8527,-0.004250904,9.764097566,0.962608932
8531,-0.015975756,10.86212475,0.841713508
8571,-0.090203798,8.566369703,0.276219839
8577,-0.462651143,6.96037123,0.000142602
8638,-0.002747481,7.644700079,0.979262496
8641,-0.018457963,8.34729894,0.806693877
8679,-0.046699395,8.389682354,0.559738678
8711,0.07111187,8.380301584,0.387796487
8714,-0.133717158,9.393045349,0.186735789
8722,-0.01569649,7.630181619,0.869377802
8781,0.01218036,7.251422826,0.89917686
8809,0.077401482,7.960135335,0.343566568
8844,0.148354466,8.009098364,0.051255807
8845,-0.077185739,7.615688953,0.332134133
8861,0.013570376,9.798789291,0.871656354
8873,-0.294915644,9.660502069,0.04368512
8906,-0.025213596,7.808565538,0.747203044
8909,-0.063737016,7.704344481,0.63010373
8924,-0.007931446,7.416901508,0.927743389
8987,0.021012488,8.103064715,0.833468399
9027,0.046700561,7.623723546,0.598590697
9033,-0.007228004,7.462326635,0.941279008
9045,-0.078044994,7.333511727,0.337407914
9053,0.09162615,7.218029529,0.350846049
9076,-0.044995423,7.285807949,0.634825514
9101,0.018550662,8.570398631,0.826713675
9133,-0.003399108,7.780080848,0.967814315
9144,0.033516142,10.77267564,0.69318697
9157,-0.087327046,10.75998247,0.351354505
9189,0.035898019,7.742769058,0.699765053
9206,-0.004066529,7.31635294,0.96420843
9282,0.088972655,7.613945046,0.278296546
9332,-0.087890505,7.84752138,0.316514773
9358,0.080138873,8.389000322,0.368297866
9372,0.013033312,9.899388295,0.878300165
9375,-0.015183645,9.724599939,0.857742648
9380,-0.057014604,8.329186514,0.571954059
9386,0.039830885,7.274444553,0.720963809
9453,-0.545526922,7.287327881,2.02E-05
9458,0.060534145,7.166446675,0.615247658
9461,0.045280236,7.455451794,0.610917008
9504,-0.056604991,9.216521337,0.492680176
9535,0.045998511,8.474702768,0.550415259
9539,-0.132129422,7.62758782,0.199790438
9541,0.137490479,8.608621884,0.07314148
9550,-0.133394628,7.507814885,0.222514701
9593,-0.049146441,7.946842992,0.526712195
9600,-0.188410831,10.62210034,0.081350834
9604,-0.080753069,7.130649251,0.460860878
9606,0.047592891,9.544927206,0.567013532
9621,-0.00027769,7.199714559,0.99990073
9639,0.015811706,8.14756336,0.849653584
9641,-0.037292356,7.899957047,0.698811733
9642,-0.049086459,7.41800302,0.559412416
9647,-0.046177114,7.190295071,0.618633809
9743,-0.031512856,7.418837951,0.726762186
9746,-0.231256338,11.38659863,0.010867698
9747,0.014322109,7.351941692,0.903760203
9765,0.033193279,9.47404216,0.68959752
9785,-0.102230637,7.177261771,0.358357753
9832,-0.024371601,8.809237536,0.764794044
9851,0.004191263,7.448945653,0.964850259
9869,-0.084872732,8.771702919,0.299839371
9874,0.067754136,8.173637425,0.345181415
9877,0.056102937,8.08622685,0.537146734
9884,-0.025568702,8.973432709,0.771291483
9922,0.090070837,8.017809108,0.293335802
9941,-0.017075709,7.487120896,0.840416298
9949,-0.091603222,7.96080681,0.231277278
9961,-0.11658897,7.554769923,0.17605537
9974,-0.146358841,11.73030783,0.080489067
9988,-0.145616745,10.57229597,0.187601347
9993,-0.07488146,7.658507892,0.384286208
10002,-0.078188914,9.371880512,0.333653685
10012,0.023505306,7.296853569,0.792535296
10024,-0.105518486,7.24354277,0.237390474
10026,-0.042216837,9.201477551,0.607851703
10035,-0.001208383,7.774427134,0.991566764
10069,-0.009488127,7.694244091,0.923795881
10107,0.146282971,7.224326029,0.116255398
10146,-0.03545833,7.816153005,0.727042645
10148,0.077298155,7.853909192,0.38489216
10155,-0.05025328,7.188320486,0.604661688
10156,0.110328431,8.209444612,0.166193319
10164,0.002397035,9.408151931,0.976114426
10168,0.009882615,8.788366311,0.899200992
10170,0.063808042,8.99259614,0.433026689
10176,-0.067376904,8.181609439,0.481085651
10197,-0.023760698,7.712570227,0.791857449
10203,-0.057589337,8.626615676,0.459750887
10206,0.100843633,7.25509396,0.319654685
10211,-0.147223134,7.778680165,0.19448328
10212,-0.003177604,8.213967613,0.972860524
10216,0.064558855,8.344016271,0.407132269
10221,-0.057544224,8.383424507,0.622614784
10224,-0.02421263,7.483022747,0.79702981
10226,-0.089091053,9.551503692,0.295767437
10228,0.037671171,7.727881569,0.655170941
10230,-0.042603743,8.789974246,0.646196464
10231,0.057025807,7.76173394,0.522191285
10232,-0.052575516,7.735490128,0.517808317
10244,-0.181204196,8.19515368,0.053599571
10245,-0.028162337,10.01636728,0.748949238
10252,0.059093233,8.073640895,0.442611175
10256,0.031083243,7.863644041,0.744079345
10278,-0.097770244,7.505081853,0.416488925
10279,-0.069264145,8.667838191,0.347898189
10319,-0.027365461,7.337412231,0.809808722
10345,-0.217283669,11.20866947,0.02643224
10356,-0.09991637,8.396038832,0.161323851
10363,-0.038813729,8.258071001,0.630332035
10367,0.060321257,8.552557842,0.422908391
10369,0.051122981,8.538755206,0.480277316
10371,0.139507726,8.119235378,0.088830289
10374,-0.117392931,9.175385815,0.159141791
10400,-0.006509498,9.496318872,0.944292748
10402,0.00823939,7.472907836,0.928781062
10438,0.073635537,8.270082583,0.373936135
10446,0.006035675,7.953560411,0.950761761
10457,-0.126905378,7.986182981,0.12460927
10460,0.096156284,7.319022686,0.361771084
10464,0.071973406,7.283177728,0.434461043
10467,0.049706491,8.589261457,0.529016625
10475,-0.010091128,7.587427155,0.907761628
10526,0.119584849,7.487043639,0.189293182
10563,-0.084476486,7.336646321,0.335038647
10577,-0.083634629,7.329836032,0.399273159
10580,0.000448428,7.405747817,0.997443488
10630,-0.079034062,7.919945765,0.445553172
10697,0.007646385,8.163769943,0.926296351
10741,0.031210547,7.262324855,0.779475786
10750,0.098848123,8.430784708,0.258375757
10825,-0.089488954,7.46126497,0.388254192
10826,-0.030896733,7.246310268,0.751665334
10860,0.096431563,8.313565031,0.244922284
10866,0.030852993,7.967839162,0.685433457
10880,-0.055866585,8.484209808,0.477102911
10889,-0.193011106,9.789727198,0.06465201
10891,0.001939951,7.156947805,0.986551502
10909,0.073472642,7.574689005,0.471425285
10935,-0.021968563,8.140287182,0.794857652
10938,-0.008727088,7.578253185,0.929622363
10946,-0.009848376,7.518477117,0.922411116
10948,0.080308086,7.72909772,0.401032762
10990,0.03264639,7.191026462,0.746846694
11016,0.030649422,7.614428919,0.733615811
11033,0.02955259,9.027494143,0.723975832
11036,0.001726451,8.109836669,0.985910133
11118,-0.04803784,8.259123588,0.596853116
11121,-0.021247267,8.075248306,0.778714294
11138,-0.000177967,7.249846079,1
11146,0.058052781,8.275845217,0.501797332
11188,0.042922052,8.784877994,0.598019205
11267,0.115529099,7.958643115,0.157681566
