Mock_1,Mock_2,Mock_3,dCC_MeCP2_1,dCC_MeCP2_2,dCC_MeCP2_3,dCC_scramble_1,dCC_scramble_2,dCC_scramble_3
0,3.667993203,2.413862711,0,1.500313623,1.777078396,3.810129568,0.851302324,0
3602.959558,3539.613441,3772.867417,3703.243216,3454.472116,3399.550972,3531.037577,3275.811343,3571.035317
0,0,0,0,0,0,0,0,0
3446.405012,3390.448384,3640.104968,3356.618816,3753.034527,3446.643549,3531.990109,3652.08697,3470.922477
445.4087092,322.7834019,328.2853286,392.5625738,501.1047499,411.3936487,386.7281511,368.6139063,349.8788937
42.99737539,34.23460323,30.17328388,17.74883977,32.25674288,49.75819509,31.43356893,59.59116268,23.73809604
339.5690159,314.2247511,331.9061227,354.9767954,483.1009865,348.3073656,391.4908131,338.818325,266.279512
81.58476356,57.46522685,51.89804828,44.89412413,73.5153675,47.0925775,58.10447591,70.65809289,67.08592358
278.9316916,357.0180051,288.4565939,293.3778809,368.3269943,299.4377098,265.7565373,354.1417668,293.1138815
7011.879679,7098.789512,6867.439412,7081.787069,7124.239237,6782.219699,6594.381749,6723.585755,6630.153432
11.02496805,14.67197281,8.448519487,8.352395187,22.50470434,38.20718552,17.14558305,37.45730226,9.288820188
2.20499361,11.00397961,6.034656776,1.044049398,22.50470434,8.885391981,3.810129568,2.553906972,5.16045566
0,0,0,2.088098797,1.500313623,0,0,0,0
0,0,0,0,0,0,0,0,0
5841.028072,5851.671823,5719.647693,6265.340439,6005.005274,6122.035075,5749.485518,6209.399151,5707.46396
5307.419619,4603.33147,4845.829392,5535.54991,6342.575839,5342.786198,5899.033103,5537.721618,5339.007426
1.102496805,7.335986406,8.448519487,4.176197593,3.000627245,0,1.905064784,4.25651162,2.064182264
60.63732427,63.57854885,33.79407795,49.07032172,65.26364258,67.52897905,75.25005896,64.69897662,31.99482509
525.8909759,369.2446491,476.7378853,418.6638087,460.5962821,430.0529719,397.2060074,448.6363248,306.5310662
2808.059362,2563.927249,2656.455913,2492.145914,3031.383674,2859.319139,2833.783866,2682.453623,2487.339628
3.307490415,1.222664401,3.620794066,0,0.750156811,2.665617594,0,12.76953486,1.032091132
0,0,0,0,0,0,0,0,0
0,4.890657604,3.620794066,0,1.500313623,0,1.905064784,0,0
2.20499361,0,0,0,0,0,0,0,0
3.307490415,6.113322005,2.413862711,5.220246992,0.750156811,2.665617594,1.905064784,0.851302324,0
521.4809887,619.8908513,636.0528242,520.9806498,597.8749786,581.9931747,474.3611312,498.0118595,457.2163715
489.5085814,569.7616109,527.4290023,566.9188233,460.5962821,436.2727463,472.4560664,378.8295342,455.1521892
622.9106948,655.348119,552.7745607,593.0200583,641.3840736,617.5347427,643.9118969,610.3837663,640.928593
22.0499361,11.00397961,8.448519487,4.176197593,20.2542339,6.219774387,9.525323919,8.51302324,17.54554924
7803.472385,7867.845421,8419.553135,8313.765359,7163.997548,8103.477486,7859.344766,7362.062498,7501.238347
13.22996166,20.78529482,4.827725421,22.96908676,15.00313623,15.10516637,22.86077741,28.09297669,18.57764038
0,1.222664401,0,0,1.500313623,0,0,0,0
1862.117104,1598.022372,1727.118769,1758.179187,1903.14783,1774.412779,1924.115432,1674.511671,1528.526966
9446.192625,9569.794267,8701.975072,8357.615434,8746.078262,8893.388834,9125.260315,10738.32752,10655.30885
1937.086886,2308.390389,2275.065605,2218.604971,2010.420254,2142.268007,2015.558541,2164.86181,2183.904835
50.71485303,58.68789125,68.79508725,81.43585307,85.51787648,94.185155,80.01272092,60.442465,74.3105615
17.63994888,13.44930841,18.10397033,22.96908676,20.2542339,20.43640156,17.14558305,28.09297669,18.57764038
315.3140862,222.524921,260.6971727,277.71714,312.8153903,422.0561191,292.4274443,287.7401855,322.0124332
0,0,0,0,0,0,0,0,0
746.3903369,685.914729,829.1618411,775.728703,756.9082226,681.5095649,740.1176685,754.2538591,570.746396
0,0,0,0,0,0,0,0,0
0,0,0,0,0.750156811,0,0,0,0
0,4.890657604,0,0,4.500940868,0,0,0,0
12.12746485,19.56263042,13.27624491,5.220246992,20.2542339,7.996852783,13.33545349,8.51302324,12.38509358
6635.928269,6387.198831,6430.530261,6676.695902,6850.432,6324.622012,6013.33699,6047.65171,5946.909102
252.4717683,235.9742294,229.3169575,257.8802014,283.5592747,231.0201915,270.5191993,281.7810692,262.1511475
306.4941118,366.7993203,265.5248982,259.9683002,288.8103723,320.7626505,307.6679626,334.5618133,336.461709
611.8857267,556.3123025,643.2944124,560.6545269,572.369647,622.8659779,687.728387,621.4506965,600.6770388
8.819974439,3.667993203,13.27624491,1.044049398,11.25235217,8.885391981,20.00318023,12.76953486,9.288820188
0,0,0,0,0,0,0,0,0
0,0,6.034656776,1.044049398,0.750156811,7.108313585,5.715194352,1.702604648,3.096273396
17.63994888,11.00397961,6.034656776,15.66074098,5.251097679,10.66247038,16.19305066,15.32344183,7.224637924
1803.684773,1563.787769,1727.118769,1569.206246,1693.85408,1476.752147,1736.46655,1696.645532,1628.639806
0,0,0,4.176197593,6.00125449,6.219774387,0,0,0
4.40998722,7.335986406,1.206931355,11.48454338,3.000627245,7.108313585,1.905064784,10.21562789,13.41718472
25.35742651,24.45328802,36.20794066,28.18933376,18.75392028,23.99055835,11.4303887,24.6877674,11.35300245
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
251.3692715,250.6462022,205.1783304,265.1885472,275.3075497,241.6826619,238.133098,169.4091625,167.1987634
6.61498083,14.67197281,10.8623822,7.308345788,9.001881735,8.885391981,13.33545349,5.107813944,7.224637924
8.819974439,7.335986406,12.06931355,3.132148195,3.000627245,8.885391981,0.952532392,2.553906972,10.32091132
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
474.0736261,396.1432659,388.6318964,380.033981,561.8674516,377.6291592,426.7345116,372.8704179,325.1087066
1.102496805,0,0,0,2.250470434,0,0,0,0
0,0,3.620794066,2.088098797,3.750784056,0,0,0,0
0,2.445328802,0,0,0,0,0,0,6.192546792
0,0,0,0,0,0,0,0,0
3.307490415,0,1.206931355,2.088098797,1.500313623,1.777078396,4.76266196,5.959116268,0
1.102496805,1.222664401,1.206931355,5.220246992,8.251724924,0,1.905064784,4.25651162,4.128364528
18.74244568,15.89463721,18.10397033,9.396444585,23.25486115,12.43954877,26.67090697,16.17474416,11.35300245
37.48489137,41.57058964,49.48418557,44.89412413,57.01191766,38.20718552,47.6266196,43.41641852,53.66873886
0,0,0,0,0,0,0,0,0
60.63732427,61.13322005,45.8633915,53.24651932,82.51724924,69.30605745,80.96525331,74.91460451,71.21428811
0,0,0,2.088098797,0,0.888539198,0,0,0
0,0,0,0,3.000627245,0,0,0,0
341.7740095,405.9245811,433.2883566,496.9675136,366.8266807,424.7217367,401.016137,380.5321388,429.3499109
0,0,0,0,0,0,0,0,0
1359.37856,1507.545206,1587.114732,1556.677653,1144.739294,1483.860461,1441.181509,1301.641253,1586.32407
1.102496805,1.222664401,3.620794066,1.044049398,3.750784056,1.777078396,7.620259135,0.851302324,2.064182264
9114.341086,10181.12647,9925.803466,9929.953828,9909.571477,10260.85066,10766.47363,11503.6483,11589.35132
0,0,0,7.308345788,0,0,0,4.25651162,0
0,0,0,1.044049398,0,0,0,0,0
2599.687466,3227.834019,3188.712641,3071.59333,2531.029081,2734.923652,2802.350297,2914.859157,3217.028058
0,0,0,0,0,6.219774387,0,0,1.032091132
0,2.445328802,0,0,0.750156811,0,0,0,0
35.27989776,56.24256245,35.0010093,32.36553135,32.25674288,23.10201915,16.19305066,22.13386042,25.8022783
2.20499361,8.558650807,12.06931355,1.044049398,0.750156811,2.665617594,1.905064784,5.107813944,4.128364528
0,0,1.206931355,0,0,0,0.952532392,0,0
2114.588872,2297.38641,2406.621122,2198.768033,2109.440953,2111.169135,2180.346645,2224.452973,2214.867569
0,1.222664401,3.620794066,0,3.750784056,0.888539198,3.810129568,0.851302324,0
1151.006664,1058.827371,1174.344209,1081.635177,1336.029281,1213.744545,1245.912369,1221.618835,1091.952418
5.512484025,14.67197281,8.448519487,6.26429639,17.25360666,5.331235188,11.4303887,4.25651162,2.064182264
29.76741373,23.23062362,28.96635253,4.176197593,19.50407709,28.43325434,25.71837458,10.21562789,22.7060049
3213.778186,3160.587477,3146.470043,3329.473531,2735.821891,2914.40857,2891.888342,3034.041483,3123.107765
0,0,0,0,0,0,0,0,0
373.7464169,346.0140255,420.0121116,430.1483521,414.0865598,459.3747654,428.6395764,389.8964644,432.4461843
1899.601995,1928.14176,1824.880209,1805.16141,1646.594201,1938.79253,1981.267375,1942.671903,2189.065291
1.102496805,1.222664401,0,0,2.250470434,0,1.905064784,0,0
1141.084193,1116.292598,1138.136268,1153.674585,1054.720477,1229.73825,1179.235101,1119.462556,987.7112133
1824.632212,1969.71235,1997.471393,1864.672225,1841.634972,1761.97323,1810.764077,1821.786973,1813.384119
0,0,0,0,0,0,0,0,0
18.74244568,15.89463721,14.48317626,18.79288917,16.50344985,23.99055835,14.28798588,11.06693021,14.44927585
1339.533618,1749.632758,1643.840506,1537.884764,1322.526458,1350.579581,1562.153123,1326.329021,1404.676031
3.307490415,3.667993203,6.034656776,0,3.750784056,4.44269599,3.810129568,11.06693021,2.064182264
0,11.00397961,2.413862711,12.52859278,4.500940868,3.554156792,6.667726743,0,1.032091132
31.97240734,37.90259643,28.96635253,33.40958075,24.75517477,37.31864632,31.43356893,58.73986036,65.02174131
691.2654967,542.8629941,535.8775218,501.1437112,702.1467753,643.3023794,629.6239111,575.480371,559.3933935
1.102496805,0,1.206931355,2.088098797,6.751411301,0,3.810129568,5.107813944,6.192546792
840.1025653,781.2825523,903.9915851,904.146779,984.9558932,778.3603375,807.7474684,875.1387891,741.0414328
1931.574402,1481.869254,1701.773211,1693.448124,2296.980156,1961.00601,2256.549236,1975.872694,1679.212272
0,0,0,0,0,0,0,0,0
4925.955724,4629.007422,4452.36977,4146.96421,4964.537777,4679.047417,4612.161842,4900.947479,4518.494976
4.40998722,0,2.413862711,0,0,3.554156792,0,3.405209296,0
327.4415511,265.318175,249.8347905,290.2457327,345.82229,343.8646697,326.7186104,238.3646507,203.321953
131.1971198,92.92249448,73.62281267,74.12750728,182.2881051,101.2934686,107.6361603,97.04846494,126.9472092
102.5322029,51.35190484,54.31191099,84.56800127,87.76834692,65.75190066,96.20577158,54.48334874,76.37474377
1375.916013,1310.696238,1226.242257,1122.353103,1499.563466,1384.344071,1441.181509,1640.459578,1328.301287
418.9487859,382.6939575,378.9764456,415.5316605,448.5937731,454.0435302,355.2945822,385.6399528,374.6490809
0,0,0,0,0,0,0,0,0
174.1944952,140.6064061,159.3149389,188.9729411,183.7884188,150.1631245,135.2595997,171.9630694,189.9047683
1.102496805,0,1.206931355,0,0,0,1.905064784,1.702604648,0
1327.406153,1127.296578,1212.966012,1393.805947,1357.783828,1177.314437,1127.798352,1169.689393,1175.551799
0,0,0,2.088098797,0,0,0,3.405209296,2.064182264
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,6.113322005,0,0,0,0,0,0,5.16045566
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9.922471244,1.222664401,7.241588132,14.61669158,18.00376347,13.32808797,9.525323919,17.02604648,6.192546792
82.68726037,61.13322005,56.7257737,76.21560608,111.7733649,71.08313585,87.63298006,94.49455796,72.24637924
1475.140725,1457.415966,1396.419578,1569.206246,1292.520186,1416.331482,1308.779507,1358.678509,1462.473134
28.66491693,29.34394562,38.62180337,12.52859278,17.25360666,11.55100958,14.28798588,19.57995345,12.38509358
508.2510271,438.93652,423.6329057,475.0424762,513.1072589,454.9320694,508.6522973,424.7998597,349.8788937
8.819974439,9.781315208,2.413862711,4.176197593,3.000627245,11.55100958,5.715194352,9.364325564,7.224637924
0,0,1.206931355,0,0,0.888539198,0,0,0
12.12746485,23.23062362,25.34555846,17.74883977,17.25360666,19.54786236,20.95571262,40.86251155,19.60973151
2028.594121,2087.088133,2046.955579,2045.292771,2077.934367,2148.487781,2032.704124,2133.363624,2097.20918
0,0,0,9.396444585,0,0.888539198,0,4.25651162,0
884.2024375,958.5688904,1016.236201,974.0980887,858.9295489,864.5486397,891.5703188,941.5403704,835.9938169
1340.636115,1327.81354,1240.725433,1290.445056,1342.780692,1315.038013,1237.339577,1237.793579,1224.060083
140.0170942,156.5010433,121.9000669,127.3740266,212.2943776,142.1662717,155.2627799,172.8143718,176.4875836
0,0,0,0,0,0,0,0,0
0,0,0,0,0.750156811,0,0,0,0
0,0,0,0,0,0,0.952532392,0,0
0,0,0,0,0,0,0,5.959116268,0
827.9751005,666.3520986,748.2974403,586.7557619,724.6514797,741.0416912,705.8265024,743.1869289,626.4793171
0,0,0,0,0,0,0,0,0
589.8357906,616.2228581,580.5339819,614.9450956,579.8712151,594.4327235,571.5194352,533.7665572,557.3292113
542.428428,386.3619507,440.5299447,565.8747739,614.3784284,509.1329605,401.9686694,477.5806038,366.3923519
396.8988498,372.9126423,389.8388278,411.3554629,404.3345213,404.2853351,459.1206129,453.7441387,364.3281696
0,0,0,2.088098797,0,0,0,0,0
0,0,6.034656776,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
701.1879679,810.6264979,743.4697149,638.9582318,653.3865826,704.6115841,703.9214376,869.1796728,823.6087233
0,1.222664401,1.206931355,0,0.750156811,0,2.857597176,0.851302324,0
1.102496805,2.445328802,1.206931355,0,1.500313623,1.777078396,0,4.25651162,2.064182264
2881.926648,2795.010821,2806.115401,2520.335248,2777.830672,2928.625197,2759.486339,2940.398227,2931.138815
7.717477634,4.890657604,1.206931355,6.26429639,6.00125449,3.554156792,0.952532392,0.851302324,7.224637924
338.4665191,294.6621206,322.2506719,255.7921026,213.7946912,231.9087307,260.9938754,247.7289763,292.0817903
1125.649238,1099.175297,1088.652082,1020.036262,972.9533842,1138.218713,935.3868089,1092.220882,1244.701905
106.9421901,77.02785727,95.34757707,79.34775427,108.0225808,102.1820078,81.91778571,87.68413937,103.2091132
16.53745207,18.33996602,21.7247644,13.57264218,2.250470434,16.88224476,34.29116611,17.8773488,10.32091132
0,1.222664401,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.102496805,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2.20499361,1.222664401,2.413862711,2.088098797,0,2.665617594,3.810129568,0,0
601.9632555,743.3799558,598.6379522,748.5834186,546.8643154,626.4201346,594.3802126,575.480371,725.5600658
30.86991054,18.33996602,19.31090168,21.92503737,18.75392028,17.77078396,13.33545349,26.39037204,31.99482509
521.4809887,492.7337536,516.5666201,586.7557619,474.8492615,535.7891364,386.7281511,452.8928364,532.5590241
5.512484025,3.667993203,0,2.088098797,1.500313623,1.777078396,0,2.553906972,4.128364528
9.922471244,18.33996602,7.241588132,7.308345788,9.001881735,17.77078396,24.76584219,23.83646507,5.16045566
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2321.858271,2506.462022,2242.478458,2553.744828,2075.683897,2386.616286,2233.688459,2331.717065,2415.093249
2012.056669,1638.370297,1694.531623,1792.632817,2328.486742,1983.21949,1829.814725,1849.87995,1986.775429
3540.117241,3800.040958,3836.834778,3719.948006,3572.996892,3601.24937,4056.835457,3755.094551,3831.122282
0,0,1.206931355,0,0,2.665617594,0,0,4.128364528
0,0,0,0,3.750784056,0,2.857597176,0,0
0,0,6.034656776,0,0,0,2.857597176,0,0
0,0,0,0,0,0.888539198,0,0,0
3.307490415,2.445328802,0,0,0.750156811,2.665617594,0,0,0
388.0788753,485.3977672,455.0131209,372.7256352,455.3451844,438.0498247,410.5414609,474.1753945,431.4140932
39.68988498,26.89861682,21.7247644,16.70479037,34.50721332,50.64673429,48.57915199,38.30860458,33.02691622
2.20499361,1.222664401,0,4.176197593,6.751411301,8.885391981,5.715194352,2.553906972,0
264.5992332,210.298277,232.9377516,169.1360025,224.2968866,225.6889563,277.1869261,200.0560461,230.1563224
74.96978273,96.59048768,84.48519487,66.81916149,110.2730513,93.2966158,84.77538288,70.65809289,49.54037433
4306.35252,3951.651344,4169.947833,4247.192952,3838.552403,4279.204778,4487.380098,4586.816922,4032.380053
14.33245846,47.68391164,22.93169575,15.66074098,21.75454753,35.54156792,37.14876329,14.47213951,30.96273396
12.12746485,9.781315208,9.655450842,32.36553135,20.2542339,19.54786236,18.09811545,25.53906972,39.21946302
281.1366853,251.8688666,254.662516,225.51467,216.7953185,283.4440042,285.7597176,261.3498135,303.4347928
0,0,0,0,0.750156811,3.554156792,7.620259135,0,2.064182264
17.63994888,42.79325404,31.38021524,28.18933376,25.50533158,38.20718552,30.48103654,21.2825581,31.99482509
260.189246,271.431497,235.3516143,282.937387,215.2950048,244.3482795,287.6647824,248.5802786,251.8302362
1314.176191,1093.061975,1062.099593,1189.172265,1317.275361,1267.056896,1081.124265,1223.32144,1223.027991
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
460.8436645,579.5429261,533.463659,506.3639582,490.6025546,518.9068917,438.1649003,515.8892083,515.0134749
59.53482747,46.46124724,45.8633915,45.93817353,75.76583794,56.86650868,56.19941112,49.37553479,54.70082999
52.91984664,42.79325404,66.38122454,39.67387714,41.25862462,23.99055835,34.29116611,42.5651162,38.18737188
0,0,0,0,0,0,0,0,0
621.808198,621.1135157,574.4993251,595.1081571,633.1323487,589.1014883,558.1839817,612.086371,572.8105782
1.102496805,0,8.448519487,0,6.00125449,2.665617594,7.620259135,2.553906972,7.224637924
210.5768897,195.6263042,216.0407126,178.5324471,210.794064,214.1379467,232.4179036,197.5021392,185.7764038
0,0,0,0,0,0,0,0.851302324,2.064182264
0,0,0,0,0,0,0,0,0
97.01971883,47.68391164,101.3822338,79.34775427,104.2717968,111.955939,100.0159012,91.08934867,87.72774622
7.717477634,1.222664401,4.827725421,8.352395187,7.501568113,0,10.47785631,2.553906972,4.128364528
2920.514036,2836.58141,2649.214325,2921.250217,2732.071107,2846.879591,2815.685751,2541.988739,2919.785812
2727.577095,2626.283133,2621.454904,2737.497522,2529.528768,2725.149721,2508.017788,2615.200739,2653.5063
0,0,0,0,0,0,0,0,0
1457.500776,1495.318562,1663.151408,1574.426493,1280.517677,1386.121149,1376.409306,1171.391998,1338.622198
1.102496805,0,1.206931355,3.132148195,0.750156811,0,0,0,0
0,0,0,0,0,0,0,0,0
320.8265702,335.0100459,304.1467015,377.9458822,300.0627245,318.9855721,255.278681,282.6323716,337.4938002
1143.289187,1265.457655,1221.414532,1362.484465,1116.233335,1227.961172,1158.279389,1358.678509,1546.072516
3.307490415,2.445328802,0,1.044049398,0,5.331235188,10.47785631,5.107813944,2.064182264
66.1498083,58.68789125,56.7257737,32.36553135,60.76270171,33.76448953,80.01272092,42.5651162,48.5082832
0,0,0,0,0,0,0,0,0
1209.438995,1154.195195,1111.583778,1150.542437,1114.733022,1071.578273,1152.564194,1125.421672,1138.396519
0,0,0,0,0,0,0,0,0
110.2496805,107.5944673,112.244616,110.6692362,104.2717968,118.1757133,109.5412251,85.98153472,104.2412043
147.7345719,116.1531181,142.4178999,114.8454338,112.5235217,101.2934686,69.53486461,125.992744,113.5300245
198.4494249,194.4036398,199.1436736,240.1313616,193.5404573,223.0233387,234.3229684,223.0412089,158.9420343
1.102496805,0,3.620794066,0,2.250470434,7.996852783,2.857597176,4.25651162,3.096273396
47.40736261,37.90259643,54.31191099,51.15842052,66.01379939,51.53527349,51.43674916,56.18595338,75.34265263
1.102496805,0,0,2.088098797,0,0,0,0,1.032091132
4.40998722,4.890657604,8.448519487,4.176197593,2.250470434,4.44269599,4.76266196,7.661720916,4.128364528
127.8896294,125.9344333,159.3149389,160.7836073,102.0213263,155.4943597,135.2595997,151.5318137,136.2360294
0,0,0,0,0,0,0,0,0
0,0,0,1.044049398,0,0,0,0,0
704.4954583,685.914729,690.3647352,747.5393692,728.4022637,699.2803489,763.9309783,712.5400452,729.6884303
6.61498083,19.56263042,18.10397033,5.220246992,20.2542339,5.331235188,9.525323919,25.53906972,23.73809604
109.1471837,91.69983008,148.4525567,103.3608904,113.2736785,100.4049294,131.4494701,100.4536742,118.6904802
852.2300302,838.7477791,855.7143309,850.9002597,833.4242173,797.0196607,802.9848064,905.7856727,966.0372995
0,0,0,0,0,0,0,1.702604648,0
0,0,0,0,2.250470434,0,0,1.702604648,0
275.6242012,231.0835718,203.971399,227.6027688,242.30065,208.8067115,294.3325091,223.0412089,222.9316845
0,1.222664401,0,0,3.000627245,0,2.857597176,4.25651162,0
76.07227954,57.46522685,112.244616,75.17155668,98.27054227,101.2934686,108.5886927,96.19716261,98.04865754
0,0,0,0,0,0,0,0,0
0,0,0,3.132148195,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3783.769034,3513.937489,3506.135587,3456.847558,3752.28437,3695.434525,3577.711664,3964.514923,3481.243388
217.1918706,187.0676534,210.0060558,147.2109652,216.0451616,153.7172813,260.9938754,207.7177671,182.6801304
1157.621645,1146.859208,1261.243266,1180.81987,1164.993528,1200.416457,1093.507186,1209.700602,1063.053866
8.819974439,2.445328802,3.620794066,6.26429639,0.750156811,8.885391981,0,5.959116268,5.16045566
1.102496805,3.667993203,1.206931355,1.044049398,0,2.665617594,6.667726743,1.702604648,0
0,0,0,0,0,0,0,0,0
142.2220878,103.9264741,92.93371436,125.2859278,168.0351257,175.042222,148.5950531,144.7213951,89.79192848
1.102496805,0,2.413862711,2.088098797,2.250470434,0.888539198,0,0.851302324,1.032091132
0,0,0,0,0,0,0,0,0
0,0,0,4.176197593,1.500313623,0,0,3.405209296,2.064182264
87.09724759,78.25052167,131.5555177,109.6251868,95.26991503,103.9590862,130.4969377,109.8179998,138.3002117
0,0,0,0,0,0,0,5.959116268,0
0,0,0,0,1.500313623,0,0,0,2.064182264
0,0,0,0,2.250470434,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1831.247193,2061.41218,2113.336803,2173.710847,1728.361293,1821.505356,1961.264195,1669.403857,1841.250579
4.40998722,4.890657604,10.8623822,9.396444585,3.000627245,5.331235188,4.76266196,2.553906972,6.192546792
456.4336772,537.9723365,517.7735514,517.8485016,436.5912642,460.2633046,433.4022383,375.4243249,323.0445243
0,1.222664401,2.413862711,3.132148195,1.500313623,0,1.905064784,0,4.128364528
1.102496805,0,3.620794066,0,5.251097679,0.888539198,0.952532392,4.25651162,2.064182264
532.5059568,492.7337536,581.7409133,546.0378353,539.3627473,517.1298133,567.7093056,526.9561386,477.8581941
82.68726037,79.47318607,88.10598894,101.2727916,52.51097679,84.41122382,72.39246179,103.0075812,82.56729056
1.102496805,0,0,0,0,0,0,0,0
0,0,4.827725421,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2.088098797,0,0,1.905064784,0,0
901.8423864,756.8292642,684.3300785,693.2488005,881.4342532,760.5895536,726.782215,687.8522778,765.8116199
11.02496805,7.335986406,7.241588132,1.044049398,9.752038546,4.44269599,12.3829211,9.364325564,2.064182264
23733.44872,15319.98494,17934.99994,16184.85377,24765.67697,21483.98927,20750.91816,21445.15684,20051.46651
2.20499361,0,0,3.132148195,6.00125449,7.108313585,0,5.107813944,4.128364528
1755.174913,1599.245037,1688.496966,1528.488319,1700.605491,1644.686056,1704.080449,1622.58223,1633.800262
157.6570431,179.731667,167.7634584,139.9026194,172.5360666,146.6089677,179.0760897,134.5057672,171.3271279
29.76741373,26.89861682,44.65646015,27.14528436,42.00878143,27.54471514,38.10129568,27.24167437,23.73809604
265.70173,200.5169618,187.0743601,147.2109652,225.0470434,209.6952507,184.791284,252.8367902,230.1563224
178.6044824,152.8330501,133.9693804,152.4312122,122.2755602,167.9339084,153.3577151,145.5726974,150.6853053
15.43495527,22.00795922,13.27624491,11.48454338,20.2542339,14.21662717,19.05064784,16.17474416,12.38509358
357.2089648,298.3301139,293.2843193,277.71714,317.3163312,310.9887193,316.2407541,313.2792552,314.7877953
2.20499361,1.222664401,0,0,0,2.665617594,0,0,0
0,2.445328802,0,0,0,0,0,0,2.064182264
7.717477634,22.00795922,13.27624491,9.396444585,4.500940868,9.773931179,5.715194352,10.21562789,8.256729056
943.737265,800.8451827,815.8855962,880.1336428,858.9295489,917.8609916,911.5734991,623.1533012,487.1470143
37.48489137,29.34394562,48.27725421,21.92503737,43.50909505,64.86336146,25.71837458,45.11902317,11.35300245
1.102496805,0,3.620794066,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
20.94743929,17.11730161,35.0010093,7.308345788,18.75392028,15.10516637,21.90824501,16.17474416,16.51345811
1354.968573,1374.274787,1196.068973,1328.030835,1294.770656,1295.490151,1183.045231,1311.856881,1360.296112
0,3.667993203,4.827725421,2.088098797,5.251097679,7.108313585,3.810129568,11.06693021,9.288820188
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.222664401,0,2.088098797,0,0,0,0,0
0,1.222664401,4.827725421,0,2.250470434,1.777078396,4.76266196,2.553906972,0
8.819974439,3.667993203,12.06931355,7.308345788,9.001881735,6.219774387,13.33545349,1.702604648,15.48136698
41.89487859,15.89463721,47.07032286,10.44049398,18.00376347,26.65617594,22.86077741,15.32344183,20.64182264
1862.117104,1698.280853,1660.737545,1875.112719,2040.426527,2066.742175,1803.143818,1929.902369,1889.758863
599.7582619,607.6642073,725.3657445,623.2974908,663.1386212,636.1940658,614.3833928,535.4691618,565.5859403
706.700452,734.821305,603.4656776,664.0154173,683.3928551,655.7419282,557.2314493,647.8410686,642.9927752
12.12746485,11.00397961,14.48317626,13.57264218,39.758311,18.65932316,30.48103654,19.57995345,17.54554924
1219.361466,1391.392088,1307.106658,1124.441202,1471.057507,1260.837122,1599.301886,1637.054369,1398.483484
0,0,0,0,0,0,0,0,0
198.4494249,135.7157485,147.2456253,122.1537796,216.7953185,136.8350365,141.9273264,216.2307903,186.8084949
5.512484025,3.667993203,0,5.220246992,3.000627245,2.665617594,3.810129568,7.661720916,3.096273396
7318.373791,6582.825135,7124.51579,7144.430033,7373.291298,7791.600228,7784.094707,7023.244173,6807.673107
1805.889766,1918.360445,1795.913857,1676.743334,1725.360666,1762.861769,1943.16608,2009.924787,2066.246446
67.2523051,50.12924044,41.03566608,41.76197593,78.76646518,52.42381269,54.29434634,75.76590684,72.24637924
389.1813721,326.4513951,327.0783973,378.9899316,350.3232309,331.4251209,439.1174327,351.5878598,384.9699922
3.307490415,2.445328802,6.034656776,0,8.251724924,0,0.952532392,9.364325564,13.41718472
0,0,0,0,1.500313623,0,0,0,1.032091132
1.102496805,3.667993203,0,0,1.500313623,0,5.715194352,1.702604648,0
4.40998722,7.335986406,4.827725421,0,14.25297941,0.888539198,6.667726743,3.405209296,11.35300245
31.97240734,22.00795922,16.89703897,22.96908676,31.50658607,25.76763674,34.29116611,12.76953486,29.93064283
19.84494249,12.22664401,12.06931355,0,30.75642926,7.108313585,13.33545349,17.8773488,11.35300245
951.4547426,921.8889584,947.4411139,864.4729018,898.6878599,951.6254811,946.8171976,1148.406835,1133.236063
612.9882235,601.5508853,646.9152064,527.2449462,738.9044591,483.3653238,526.7504127,620.5993942,556.2971201
1421.118382,1342.485512,1262.450198,1463.757256,1658.59671,1347.913963,1109.700237,1409.756649,1393.323028
1745.252442,1332.704197,1687.290035,1526.40022,1743.364429,1685.558859,1702.175384,1686.429904,1601.805437
