"","logFC","logCPM","PValue","FDR"
"46373",-3.73364425482698,10.5832968084545,8.46330040882445e-133,2.32317596222231e-129
"38928",-0.336536514072661,10.5475922791528,3.77046826444565e-05,0.0517496769295165
"21246",-0.318530492815618,8.20178162312251,0.00016938725294584,0.154989336445443
"37375",0.241872979471108,7.40008719088563,0.00312441881142428,0.997789490836767
"18761",-0.442470626652794,7.99485890783793,0.00555312961406695,0.997789490836767
"45278",-0.36979450114174,8.64145762116641,0.00700410294029377,0.997789490836767
"52283",-0.299860987782703,7.63501132030194,0.00710518875608187,0.997789490836767
"25564",0.27085168675942,7.51218813059258,0.00816173346973987,0.997789490836767
"5658",-0.253744787015071,9.35148908540888,0.0118005358902981,0.997789490836767
"1056",-0.242274110058128,8.73915216519015,0.0127916200850051,0.997789490836767
"37649",-0.437938545205287,7.72410861391015,0.0139728827645431,0.997789490836767
"34075",-0.353138484472076,7.04800649719048,0.0143520483282101,0.997789490836767
"10457",-0.199291543670099,7.98618298090663,0.0159090488938565,0.997789490836767
"54424",-0.25863615450207,8.16756553671373,0.0186313634073297,0.997789490836767
"49550",-0.211627495014693,7.22437456808913,0.0191219545985502,0.997789490836767
"32958",-0.22387043357201,7.14983567614964,0.0191687431656381,0.997789490836767
"48877",0.1805071978849,8.67866501242538,0.0222206528831813,0.997789490836767
"44087",-0.180199209373357,8.55452437401247,0.0223581516272062,0.997789490836767
"16918",-0.289569207497473,7.11465197826461,0.0230068125577908,0.997789490836767
"4409",-0.215818209447115,7.57665104831052,0.0232241841100697,0.997789490836767
"1984",-0.188235774996624,8.13115463023194,0.0236337131598616,0.997789490836767
"6001",-0.174529257811329,8.49686368679188,0.0238582206000712,0.997789490836767
"50268",-0.190619833551701,7.81243865061274,0.0242390222921036,0.997789490836767
"22827",0.20273988958054,7.74929032649259,0.0244696868462524,0.997789490836767
"4430",0.194040290408746,8.12534485304242,0.0250828358351197,0.997789490836767
"1352",-0.214128862532348,7.20439824499263,0.0260556013983438,0.997789490836767
"40423",0.194315869087255,7.56511031908237,0.0291605366096009,0.997789490836767
"30797",-0.236471663273269,7.24413229363437,0.0293896204813973,0.997789490836767
"18268",-0.236703649144136,8.55087094293179,0.0300256972895367,0.997789490836767
"49618",0.18569064919416,7.91993513856607,0.0308389121981399,0.997789490836767
"3081",0.196622054344114,7.1396509805628,0.0323443195806288,0.997789490836767
"2314",-0.275618855869399,7.11241400630422,0.0328719615706622,0.997789490836767
"29739",-0.214579428360491,7.16451796259208,0.034972470648088,0.997789490836767
"6129",-0.168798685783448,8.72908991558464,0.0359168849273621,0.997789490836767
"20503",-0.176248411637534,8.01857276440959,0.0363863841492451,0.997789490836767
"14106",0.178615375762308,7.68418297867081,0.038425182086577,0.997789490836767
"19115",-0.235297290363256,7.50914069554335,0.0395671705149557,0.997789490836767
"38798",-0.149423888510501,8.21065761905735,0.0401155225306354,0.997789490836767
"8844",0.155355600215956,8.00909836359336,0.0411108436232103,0.997789490836767
"31788",0.229631709981364,7.28828875074341,0.0414224943626455,0.997789490836767
"24938",-0.208147698855843,7.26444106886998,0.0432918903730892,0.997789490836767
"10035",-0.198218186389832,7.77442713435141,0.0444206832681856,0.997789490836767
"30785",-0.203420981227097,8.81201680844469,0.04490853070538,0.997789490836767
