num,logFC,logCPM,PValue
1130,-0.01376773,7.845428042,0.887889703
1136,0.0153499,7.441960492,0.851903167
1141,0.046283058,7.912967862,0.566852924
1144,-0.139807792,7.231177654,0.126816809
1147,0.061458032,7.192965804,0.494270219
1157,-0.236974353,7.219375954,0.098817905
1159,-0.02987095,8.517593835,0.74696596
1187,-0.050609931,7.355703792,0.534053851
1207,-0.052063701,7.794280743,0.548462787
1227,-0.008474597,7.526303221,0.923321659
1228,-0.1111058,7.23004057,0.35699527
1229,-0.086445773,8.205480746,0.247207167
1240,-0.104422607,8.374010102,0.191425703
1261,-0.004684586,7.784408617,0.956526771
1262,0.009276905,7.699417366,0.905860847
1296,-0.056498469,8.163495946,0.506775563
1314,0.10685172,7.233783004,0.296616149
1327,-0.154580704,10.63782585,0.337418776
1352,-0.134024834,7.204398245,0.16462801
1360,-0.067598477,9.151534996,0.44033207
1361,-0.151980833,7.19349834,0.091213674
1399,-0.023032248,7.413552983,0.794984641
1401,0.133922971,11.02809035,0.256196547
1434,-0.12744279,8.877985471,0.107594109
1437,-0.089122355,9.312281168,0.335650516
1439,0.039593615,7.401226296,0.619480865
1456,-0.053619335,7.264741221,0.543811516
1457,-0.109594225,7.277460292,0.241323935
1458,-0.060082914,8.026719375,0.749842169
1470,-0.025556272,7.964951153,0.75191164
1544,0.088242072,7.465668508,0.308908249
1565,0.097027982,7.17975747,0.315506931
1572,0.055975717,7.441275459,0.51736501
1576,-0.008328336,8.239940524,0.915719853
1591,0.095652664,7.451297915,0.313222868
1604,0.026351622,7.363707511,0.755452418
1605,0.088940375,7.723034186,0.291823247
1614,0.025344003,7.148164551,0.812601543
1623,0.05263271,7.181888681,0.588098566
1654,0.108805593,8.218596131,0.309797515
1666,0.031954965,7.168043419,0.751188475
1677,-0.004984897,8.668172055,0.949814767
1697,0.052051871,8.280268175,0.541770111
1704,0.062482745,8.591932356,0.436964233
1727,0.083801296,7.786547231,0.4187172
1749,-0.051745494,8.42350562,0.501777484
1752,0.214368069,9.727405999,0.093457117
1768,0.069630119,7.884302892,0.421331625
1798,-0.021559016,8.850982963,0.812794114
1799,0.128628148,7.822263084,0.147564037
1822,0.046313896,7.478570888,0.629308536
1827,0.031415077,7.743888504,0.703510247
1839,0.032420186,7.373657197,0.691429003
1840,0.051405742,7.757437338,0.572217326
1852,0.104899048,7.538061378,0.297467185
1875,0.052487596,7.181750403,0.644617809
1885,0.0029814,10.99710057,0.972911372
1893,-0.047669024,7.51270481,0.600170731
1900,-0.104345419,7.947737282,0.186276786
1908,-0.175782576,7.984906631,0.068286648
1920,-0.008955471,7.472862055,0.939600405
1922,-0.019452473,10.22379785,0.816547303
1937,0.07034081,9.48178814,0.402076206
1982,-0.209681582,7.611761328,0.021791168
1984,-0.045481915,8.13115463,0.585877524
2003,-0.072964011,7.656777578,0.445685695
2010,-0.006059883,7.748868215,0.94796619
2013,-0.058483382,8.135024282,0.51543879
2022,0.04083043,9.153462715,0.597297599
2059,0.030450062,7.38878484,0.757727989
2093,-0.006815657,7.291056204,0.945057067
2127,-0.048520055,7.678273111,0.57285012
2129,0.02535765,8.116603508,0.813907905
2130,-0.048522198,7.238181345,0.619742466
2147,0.028406933,8.039380879,0.772436607
2181,-0.092184809,7.484837864,0.29331631
2190,-0.018884678,7.230230592,0.87346029
2195,-0.038637566,8.247226923,0.606642606
2226,0.117000453,11.46817486,0.151067444
2239,0.000784504,7.759762287,0.994140182
2240,0.01312607,7.888510467,0.901880022
2246,-0.026485495,8.052770633,0.731772103
2277,-0.028299894,7.427288111,0.755843852
2287,0.030827092,7.696164151,0.695502925
2314,-0.070732692,7.112414006,0.585829838
2347,-0.031182627,7.373949175,0.770512584
2359,0.013449875,7.222231972,0.891962878
2458,-0.012903556,8.144693228,0.862640752
2480,-0.131280591,9.0460174,0.142180822
2481,-0.146641206,7.285537243,0.187410998
2484,-0.145606047,7.431407494,0.063400446
2485,-0.045182739,7.35614463,0.599656554
2492,0.047076715,7.683909391,0.611457197
2513,0.103550735,8.469798371,0.163561832
2526,0.176160671,7.131710994,0.128516717
2571,-0.031546312,8.537327068,0.697501482
2594,-0.099679996,8.438425472,0.357185904
2598,0.011569574,7.193647021,0.922219287
2609,-0.02523708,9.044423797,0.766176994
2631,0.0336445,7.485125204,0.732137867
2637,0.005951427,8.008832149,0.952529515
2646,0.035647888,8.150989129,0.736170715
2647,0.073849041,10.76672617,0.364292497
2649,-0.016762768,7.966668213,0.866186479
2675,0.019479962,9.985595168,0.810682685
2696,0.037895228,7.279056659,0.654854444
2700,0.128445043,8.310262927,0.095429264
2707,-0.080553873,7.343206133,0.366955562
2716,0.03530106,7.659146189,0.645566741
2751,-0.12892041,9.948484471,0.172117289
2759,0.065939733,8.488534849,0.389055574
2846,0.047291201,7.42054076,0.558502934
2865,-0.496590368,7.211896425,9.78E-06
2870,-0.236184727,7.847271213,0.005747919
2904,0.145162557,7.562870925,0.0786168
2912,0.05103415,7.805666497,0.511587111
3071,-0.156117853,8.748860495,0.051695157
3076,0.076107551,7.820639645,0.458442115
3081,-0.121802455,7.139650981,0.182722998
3082,-0.087585076,7.32908455,0.385307034
3092,-0.152043803,8.329183918,0.043490233
3094,-0.116878256,8.2863181,0.274942819
3102,0.171955253,7.190887995,0.056452464
3108,0.110168833,7.505071473,0.167567919
3128,0.032999881,8.12992231,0.660453168
3129,-0.132113151,7.948213123,0.210231496
3132,-0.043328926,7.401930404,0.657634888
3135,0.026216688,7.439666474,0.768402515
3139,-0.019986427,8.345891402,0.810886013
3140,-0.040136502,8.053248371,0.594215445
3263,0.061087795,7.992587822,0.453376908
3265,0.018112326,9.072512208,0.83109021
3270,0.027327093,7.947810009,0.747304708
3277,0.102943663,7.195146983,0.270918354
3280,-0.120621793,7.78038994,0.228376809
3282,-0.011076831,7.267271737,0.918941673
3285,-0.041765746,7.834275835,0.607955667
3288,0.227912085,9.239457856,0.137552506
3295,-0.063963163,8.889677545,0.395520601
3299,0.042317384,8.768031968,0.579364612
3300,-0.073933188,8.801676749,0.379960252
3303,-0.206697086,7.616774318,0.077348847
3308,-0.047258934,7.828409024,0.537458875
3322,-0.011735124,9.349388796,0.87828802
3331,0.124994787,7.616692139,0.154202176
3339,-0.140724504,7.372344992,0.244785977
3362,-0.012822985,8.016892576,0.886654136
3364,-0.021664841,7.933475958,0.830061181
3370,0.008369395,7.729050322,0.921615395
3386,0.02782771,7.833626691,0.727725682
3388,-0.087191021,7.217819314,0.344251744
3393,0.179968793,8.406608761,0.032965127
3400,0.092999232,8.060379047,0.233174374
3401,-0.008537337,7.568975578,0.930080103
3414,-0.010614477,8.297276242,0.902326942
3418,0.016184013,10.06051046,0.849958026
3429,-0.05342747,8.112356769,0.518949713
3433,0.00093762,7.206778946,0.994329434
3448,0.078763868,8.89520689,0.501997735
3449,-0.147903647,7.36873353,0.160007694
3558,-0.042498137,8.584999626,0.667972283
3575,0.111850596,7.695659231,0.166768356
3580,0.020642061,9.235560007,0.791335107
3583,-0.094224595,7.518359897,0.27140351
3627,-0.008801804,7.738570592,0.921729945
3636,0.02736282,7.302534139,0.767783431
3662,-0.107152916,7.192955382,0.296647298
3676,0.123157296,8.079460133,0.138693596
3679,0.173362071,7.205344174,0.044834676
3693,-0.034837785,7.360672813,0.710235157
3703,-0.133185337,7.413812968,0.115896682
3723,-0.025053914,7.719131891,0.745210232
3732,-0.024705207,7.711291869,0.82625524
3753,0.033975114,7.665208127,0.677914542
3767,-0.094488437,7.636387575,0.295784949
3773,-0.005505534,7.287798416,0.955449176
3777,-0.007770732,7.340435495,0.930437977
3786,-0.071377127,7.162265985,0.493429232
3789,0.054395933,7.677034939,0.536663678
3867,-0.039240614,9.87359692,0.640108051
3906,0.047491028,8.85689012,0.548914039
3917,-0.016350658,8.158826703,0.832158721
3919,0.148505059,8.905904203,0.067620871
3921,0.051845723,7.257800669,0.632370338
3942,-0.084750378,8.289956605,0.292735202
3995,0.074486089,7.737781852,0.39182188
3998,0.080742946,7.764216257,0.309907876
4024,0.091142348,7.200765248,0.355296352
4031,0.025343281,7.719418374,0.767081982
4074,-0.056343433,9.164010554,0.476649713
4089,0.025454022,9.256627629,0.752186173
4097,0.042770159,8.945914315,0.576763452
4103,-0.048422555,7.642115345,0.560798379
4107,-0.062550399,7.720552395,0.457588019
4123,-0.062203622,7.413922222,0.491599048
4139,0.17550587,8.329905692,0.017488261
4151,0.001496151,9.880503385,0.986404441
4218,-0.167481968,8.064232196,0.066926445
4220,0.046884342,7.55955505,0.633126853
4247,0.004873999,8.609606244,0.954273595
4297,0.029646965,7.40146377,0.753731438
4311,0.068714404,7.752336395,0.437731795
4333,-0.056233073,9.152444166,0.483411078
4340,0.039193942,7.920958603,0.619978783
4355,0.070608617,7.162139237,0.561657493
4365,0.054832365,7.512289887,0.521657922
4378,0.057173579,7.820132785,0.456579295
4382,0.09472408,7.817264368,0.28141742
4405,0.069097494,8.932178356,0.373618904
4409,-0.020651816,7.576651048,0.830182272
4428,0.055956176,8.092448566,0.461496509
4430,0.166922069,8.125344853,0.053977431
4464,0.240729504,7.827265038,0.020993049
4467,0.009360697,10.68394009,0.910461949
4493,-0.019511744,7.347383094,0.837646528
4511,0.139088847,7.3896378,0.154611162
4528,0.062640238,8.863570959,0.460369606
4592,0.000550293,7.823284683,0.996904742
4599,0.03101863,8.178048838,0.714133118
4616,0.086114359,7.52271946,0.31526465
4644,-0.056507906,7.303344941,0.563278769
4647,-0.144858169,9.096821841,0.078902183
4654,-0.041598131,7.634785093,0.617884565
4692,-0.116360501,9.956316142,0.208138395
4695,0.020809124,9.212010559,0.814598248
4700,-0.001389463,7.631541332,0.988948291
4746,-0.103628944,7.780858414,0.192985907
4767,-0.024587621,8.299652298,0.753591986
4768,0.062910801,7.474782093,0.44123374
4783,-0.05745249,7.894969463,0.496387038
4787,-0.117231685,7.116668721,0.231398953
4792,-0.01027651,7.332387555,0.920271724
4793,-0.004263035,8.818991014,0.956290287
4803,-0.033569509,8.939442246,0.690896311
4806,-0.065603367,9.334790118,0.396751703
4810,-0.048821727,9.787808865,0.595194359
4817,-0.029933173,7.294518518,0.796953681
4821,-0.031506069,7.776063251,0.704358721
4823,0.041567008,9.296445161,0.619235229
4826,0.050320973,8.108950292,0.547448074
4834,-0.006735127,11.03358976,0.936302382
4845,-0.084364327,7.893812026,0.365271634
4847,-0.066715709,8.199575913,0.443399182
4861,0.121732065,7.210085762,0.24372523
4873,0.080997578,10.31027289,0.378052795
4879,0.035460708,7.968044298,0.726900303
4899,0.015167675,8.541706577,0.884851818
4941,0.104374925,8.892045705,0.187868628
4943,-0.079512051,7.489309007,0.351708352
4954,-0.105002806,7.917658384,0.266137232
4982,0.195420477,8.066660664,0.021808413
4986,0.189457587,8.017051981,0.060381843
4990,-0.093107072,7.27735402,0.340963583
5010,0.104973078,7.871984329,0.210883719
5028,-0.009201728,8.673381344,0.909743266
5032,0.032704696,7.890567489,0.716575436
5048,0.177982654,10.52711072,0.050746956
5051,-0.065076098,7.438042252,0.457105692
5056,0.041081332,7.383187311,0.622571677
5081,0.003272721,8.935618556,0.967965794
5095,-0.005692913,8.756053658,0.954457225
5097,0.02246854,9.100699001,0.772535631
5155,0.012107895,7.223322462,0.906875131
5158,0.073373802,7.813805306,0.439538039
5161,0.017407599,8.17998125,0.806684329
5186,0.047965337,8.502744766,0.566203919
5193,0.078851357,7.837508991,0.38742587
5207,-0.022470989,7.42567513,0.778695656
5211,-0.046861854,8.045545421,0.605462025
5214,0.13014889,7.457954898,0.158812461
5215,-0.094638375,10.53216854,0.284324059
5256,0.133183674,7.615565709,0.131714944
5367,0.117183746,7.76419451,0.127134612
5420,0.151219287,10.30438734,0.08221435
5481,-0.109622693,7.366136345,0.196060705
5482,0.030304862,7.186735663,0.760178712
5493,-0.062774494,7.414562971,0.475186447
5499,-0.059053085,9.25153455,0.438658696
5518,0.014435297,8.480683389,0.842184588
5525,-0.076889393,8.803552545,0.343216834
5536,0.028529758,8.471183003,0.70923336
5546,-0.021797809,7.411530075,0.817760029
5590,-0.052084457,8.058938492,0.502355145
5621,-0.112109382,7.463679992,0.237553927
5645,0.1359637,7.365549841,0.220031024
5654,0.104630282,7.967206524,0.236036257
5658,0.073630866,9.351489085,0.465484934
5707,-0.00571493,7.716828299,0.955441767
5755,-0.080128561,7.902390908,0.381686289
5763,0.019787948,8.502427085,0.799978351
5764,0.009863653,7.443656231,0.90715456
5766,-0.01918758,7.669264016,0.833816762
5777,0.041319488,7.271914514,0.669903531
5781,0.091571462,7.192687266,0.342404416
5782,-0.029209901,7.421378251,0.726130111
5798,-0.040869055,8.650743909,0.614508029
5808,-0.020454733,7.270011465,0.818485317
5810,-0.081070053,7.96910047,0.475882231
5849,-0.054395743,8.175259209,0.559194768
5853,0.006263696,7.664390473,0.942020749
5910,-0.038140334,7.330864353,0.661228489
5912,0.139014455,8.27719249,0.114004656
5959,-0.054322187,7.157950144,0.601571657
5962,0.0546642,7.242824983,0.584755688
5964,0.008562363,7.490614396,0.923718253
5968,-0.060414416,7.279882054,0.550593848
5972,0.084409265,7.670349974,0.374920327
5992,0.1356041,7.351865184,0.236874141
6001,-0.078425962,8.496863687,0.310898397
6013,-0.075955372,7.232334991,0.471513423
6044,-0.007132435,7.820931003,0.94326973
6076,0.127600592,9.445788354,0.221369291
6086,0.010028747,7.867433455,0.921680344
6112,-0.029915461,7.135273375,0.779516769
6122,0.060803077,7.897365434,0.461658398
6129,-0.118537526,8.729089916,0.140856776
6136,-0.015911122,7.919264914,0.844136691
6142,0.084889083,8.557237671,0.268100036
6205,0.056177366,7.895713089,0.565857591
6214,-0.082649072,8.343725035,0.268652167
6222,-0.012805098,7.924312753,0.868407106
6228,0.166228666,10.19152833,0.102753315
6229,-0.104838685,7.09892788,0.310286098
6232,-0.067504274,7.819109257,0.485544307
6240,-0.174822353,7.209950105,0.061431397
6306,0.021780201,7.313691456,0.82544137
6307,0.064869702,7.815423184,0.539439
6313,-0.028416413,9.858702325,0.771736534
6323,0.054354809,9.512933965,0.512671366
6354,0.055719025,8.383396797,0.483526038
6396,-0.062312131,7.454222329,0.443093213
6399,-0.088351521,9.375419324,0.276879942
6468,0.106963727,7.656906545,0.245391742
6490,0.027816228,7.3068479,0.840283822
6496,-0.00393409,7.709104621,0.962683018
6501,0.036348002,7.201511826,0.741492331
6541,-0.062773116,8.143629658,0.477370225
6558,-0.051183392,9.457912122,0.592405863
6563,-0.082730297,7.192004881,0.393058077
6586,0.072959419,8.245456342,0.401480889
6588,-0.182695633,9.440892574,0.06973093
6595,-0.153220943,8.360602923,0.153042953
6625,0.235925169,7.689247498,0.070218276
6723,-0.065678795,7.570042507,0.760679135
6735,-0.024690499,8.079813065,0.747982464
6753,0.093716921,9.074716596,0.220159565
6772,-0.078301868,7.426024364,0.377183436
6773,0.045961986,7.920182185,0.592122931
6775,-0.010010826,8.412536438,0.903265921
6783,0.427487779,7.415496449,4.81E-05
6790,-0.001790155,7.827196512,0.98424528
7038,-0.049072975,8.679504717,0.519934659
7041,0.036956894,7.718142549,0.648103005
7042,0.00963212,10.02423865,0.901135952
7045,-0.038599205,7.522670379,0.670250474
7049,0.008305422,7.424473569,0.922887911
7087,0.015746111,7.002877442,0.940394694
7088,0.136346227,7.19739649,0.121028232
7121,-0.080508762,8.523965588,0.269098764
7128,0.046785562,7.544080572,0.601597487
7148,0.311976598,10.13842009,0.017492652
7163,-0.038800575,7.503805894,0.645744605
7279,-0.126327789,7.192617982,0.228103306
7285,0.048282035,8.871715316,0.60475293
7334,0.069724979,7.836045852,0.414065652
7356,0.093372397,7.750766841,0.328567712
7373,-0.0920927,7.797207266,0.27786484
7381,0.044500612,7.885058401,0.565910012
7430,-0.074785526,7.951938112,0.338050062
7454,0.027863996,8.028583214,0.727913141
7457,0.030172297,7.271902835,0.730560331
7511,-0.011976706,7.26387047,0.899119688
7520,-0.043440465,7.449099359,0.627399558
7555,0.12461728,7.387959107,0.205965859
7567,0.022810982,7.33117694,0.817192883
7581,0.043275109,7.991729398,0.593357063
7615,-0.040691073,7.94869153,0.617649917
7666,-0.045116324,8.446775883,0.546499124
7667,0.056391072,7.16980076,0.558881824
7747,0.10169676,7.194946248,0.26959541
7760,-0.047901941,7.624450812,0.551804755
7765,-0.120532189,7.284360647,0.194069592
7768,0.005582126,8.074022948,0.949883451
7772,-0.01859933,8.508074539,0.79978961
7774,0.086555658,7.955091169,0.285090428
7903,-0.037484404,7.354752234,0.71454472
7923,0.072047658,8.782562425,0.444318962
7934,0.058759916,8.989126143,0.491185903
8000,0.051899535,7.308369107,0.553755803
8024,0.027984574,7.421726528,0.776423009
8132,0.048116031,8.236193853,0.533531519
8140,-0.078880034,8.45821412,0.280972287
8160,0.220635049,7.733389528,0.009919834
8176,-0.13189809,7.774653352,0.142356871
8187,0.330616631,7.295518887,0.017296281
8199,0.043340368,8.499981291,0.612171068
8208,-0.004437559,7.339051838,0.962164244
8213,0.064701067,8.319065274,0.452128708
8231,0.128761891,7.326128299,0.205428678
8243,-0.045326412,7.935989712,0.655825075
8251,0.120995417,7.176921049,0.274896327
8253,0.097702064,7.33447162,0.257582631
8257,-0.011686241,7.478644605,0.899089706
8291,0.003066284,10.22726375,0.970290645
8302,-0.197327839,7.653046074,0.059609823
8366,0.061656651,7.424669902,0.440960288
8373,-0.036798266,8.225014209,0.708934436
8378,0.020161987,8.657050623,0.856809887
8404,-0.014221933,7.694357691,0.872005253
8435,0.059693978,7.403876065,0.587320917
8438,-0.092028085,7.297844816,0.372531728
8463,-0.075455958,7.630170162,0.498451884
8502,0.044903036,8.044988603,0.640045771
8516,0.088294635,7.717290407,0.312447541
8527,0.074209197,9.764097566,0.405289679
8531,-0.001301009,10.86212475,0.987209828
8571,0.065827723,8.566369703,0.426711242
8577,0.582824132,6.96037123,1.62E-06
8638,-0.121546953,7.644700079,0.218860361
8641,-0.045940156,8.34729894,0.540225802
8679,0.148657837,8.389682354,0.062402898
8711,-0.005127782,8.380301584,0.951333239
8714,0.122097933,9.393045349,0.228028194
8722,0.1073544,7.630181619,0.251800166
8781,-0.048932175,7.251422826,0.607399788
8809,-0.071149372,7.960135335,0.384208913
8844,0.007001078,8.009098364,0.927837684
8845,0.074404018,7.615688953,0.349594097
8861,0.023088116,9.798789291,0.783359261
8873,0.140444836,9.660502069,0.336641474
8906,-0.091580949,7.808565538,0.240521465
8909,-0.153610745,7.704344481,0.246413415
8924,0.017482311,7.416901508,0.839534755
8987,-0.109276884,8.103064715,0.270207342
9027,-0.109668188,7.623723546,0.21581121
9033,0.106889474,7.462326635,0.253577444
9045,0.101930533,7.333511727,0.209318223
9053,-0.044519874,7.218029529,0.651514536
9076,0.077768243,7.285807949,0.409325625
9101,0.00658417,8.570398631,0.938796605
9133,-0.089807766,7.780080848,0.271327721
9144,-0.049669689,10.77267564,0.558597141
9157,0.002404542,10.75998247,0.979713286
9189,-0.032501413,7.742769058,0.72635286
9206,0.038487865,7.31635294,0.661407897
9282,-0.062261281,7.613945046,0.447840422
9332,0.055014821,7.84752138,0.531411735
9358,-0.221525317,8.389000322,0.012849401
9372,0.00638327,9.899388295,0.940382098
9375,0.014278171,9.724599939,0.865984694
9380,-0.117720402,8.329186514,0.24387817
9386,-0.100015485,7.274444553,0.366534846
9453,0.66944515,7.287327881,1.70E-07
9458,-0.023410619,7.166446675,0.847020291
9461,-0.00938889,7.455451794,0.91746034
9504,0.102283058,9.216521337,0.214851827
9535,0.017712472,8.474702768,0.818850782
9539,0.043828816,7.62758782,0.671866991
9541,-0.034251213,8.608621884,0.655502192
9550,-0.006052895,7.507814885,0.957291311
9593,0.091060658,7.946842992,0.239639685
9600,0.165410078,10.62210034,0.125979902
9604,0.03031786,7.130649251,0.783272945
9606,-0.009183018,9.544927206,0.912379943
9621,0.062178926,7.199714559,0.48758594
9639,0.02348739,8.14756336,0.778547872
9641,0.031892854,7.899957047,0.741280645
9642,0.100002589,7.41800302,0.232726447
9647,0.062091633,7.190295071,0.502732724
9743,-0.045324442,7.418837951,0.615482361
9746,0.215323702,11.38659863,0.017712039
9747,0.018072604,7.351941692,0.878923353
9765,0.025136314,9.47404216,0.762518659
9785,0.029946512,7.177261771,0.789180819
9832,0.074393538,8.809237536,0.359014565
9851,-0.128925138,7.448945653,0.155900602
9869,0.212086183,8.771702919,0.009461135
9874,-0.051590963,8.173637425,0.472421386
9877,0.015238607,8.08622685,0.867729074
9884,0.051304344,8.973432709,0.558355195
9922,0.04795307,8.017809108,0.575904846
9941,0.051745533,7.487120896,0.535627321
9949,0.078821095,7.96080681,0.302964009
9961,0.109584163,7.554769923,0.20320515
9974,0.11891453,11.73030783,0.155562409
9988,0.084274087,10.57229597,0.445746094
9993,0.125928609,7.658507892,0.14284746
10002,0.058615682,9.371880512,0.468609016
10012,0.029128481,7.296853569,0.743948147
10024,0.038926895,7.24354277,0.664593582
10026,0.089240996,9.201477551,0.277521005
10035,-0.197009766,7.774427134,0.045754593
10069,0.080730095,7.694244091,0.410708913
10107,-0.130019816,7.224326029,0.16257422
10146,-0.074959557,7.816153005,0.460651835
10148,-0.059306364,7.853909192,0.505463959
10155,-0.098492655,7.188320486,0.310416845
10156,-0.114554549,8.209444612,0.150428446
10164,0.064710838,9.408151931,0.410243399
10168,-0.034056021,8.788366311,0.659861146
10170,-0.066119363,8.99259614,0.416178853
10176,-0.014487911,8.181609439,0.880552452
10197,-0.009771605,7.712570227,0.914929114
10203,0.06465719,8.626615676,0.406557169
10206,-0.07265482,7.25509396,0.47286248
10211,0.118440344,7.778680165,0.296978213
10212,0.058239404,8.213967613,0.510485618
10216,-0.086100567,8.344016271,0.268161245
10221,-0.06876483,8.383424507,0.556934384
10224,-0.015460811,7.483022747,0.870183146
10226,0.109103391,9.551503692,0.200418447
10228,-0.0904532,7.727881569,0.281715536
10230,0.05290453,8.789974246,0.568946276
10231,-0.070331565,7.76173394,0.429072898
10232,-0.037891731,7.735490128,0.642153978
10244,0.005541706,8.19515368,0.95400621
10245,0.094549478,10.01636728,0.281785793
10252,-0.08550972,8.073640895,0.266516648
10256,-0.041159683,7.863644041,0.663966683
10278,0.00825306,7.505081853,0.94679113
10279,0.136788902,8.667838191,0.063452598
10319,-0.023326438,7.337412231,0.83818135
10345,0.146001532,11.20866947,0.13575361
10356,0.129852152,8.396038832,0.068456462
10363,-0.110740254,8.258071001,0.16989237
10367,-0.043049805,8.552557842,0.567263417
10369,-0.196375203,8.538755206,0.006707144
10371,-0.085763646,8.119235378,0.295679869
10374,0.026168299,9.175385815,0.754200886
10400,0.019123741,9.496318872,0.836885236
10402,0.03141188,7.472907836,0.729479949
10438,-0.008803348,8.270082583,0.916372537
10446,0.026575236,7.953560411,0.783761897
10457,-0.072386108,7.986182981,0.382466371
10460,0.025106314,7.319022686,0.812816481
10464,-0.057634729,7.283177728,0.532153718
10467,-0.115078829,8.589261457,0.144488914
10475,-0.064859121,7.587427155,0.449762665
10526,-0.11476209,7.487043639,0.20754914
10563,0.00293912,7.336646321,0.975461341
10577,0.06974457,7.329836032,0.48181001
10580,-0.077512096,7.405747817,0.420326505
10630,0.062596107,7.919945765,0.545449403
10697,-0.04830222,8.163769943,0.557943092
10741,-0.106896877,7.262324855,0.33702492
10750,-0.092918247,8.430784708,0.288199948
10825,0.103688697,7.46126497,0.316532976
10826,-0.064349022,7.246310268,0.509999528
10860,-0.016306227,8.313565031,0.844996259
10866,-0.022887502,7.967839162,0.764280339
10880,0.092868951,8.484209808,0.236576137
10889,0.077299803,9.789727198,0.459447757
10891,0.103511677,7.156947805,0.316039123
10909,-0.054282384,7.574689005,0.595467033
10935,-0.01112774,8.140287182,0.895722522
10938,0.086624454,7.578253185,0.365707039
10946,-0.010389672,7.518477117,0.91777554
10948,-0.054374929,7.72909772,0.57040344
10990,-0.085100428,7.191026462,0.399080012
11016,0.037519387,7.614428919,0.677082715
11033,-0.083416986,9.027494143,0.318554423
11036,0.106849534,8.109836669,0.254952575
11118,0.018900682,8.259123588,0.835600804
11121,0.147984932,8.075248306,0.048222926
11138,-0.011750256,7.249846079,0.906851164
11146,0.016320905,8.275845217,0.851149284
11188,0.014230291,8.784877994,0.861743249
11267,-0.197999793,7.958643115,0.015449409
11277,-0.091398932,9.25794267,0.263491863
11284,0.036669206,8.562562451,0.6277994
