,logFC,logCPM,PValue,FDR
17744,0.174730855,8.288368572,0.020471336,0.579317705
43915,-0.196714959,7.35272035,0.0207912,0.582079997
4464,0.240729504,7.827265038,0.020993049,0.582079997
1982,-0.209681582,7.611761328,0.021791168,0.58733263
4982,0.195420477,8.066660664,0.021808413,0.58733263
48088,0.20981638,7.990545518,0.021968294,0.58733263
30953,0.185423837,8.318136537,0.022038346,0.58733263
39365,-0.204740741,9.042321036,0.023397097,0.617548389
44108,0.237261385,7.197706126,0.023654956,0.618408143
49782,0.193876772,11.9402263,0.024144457,0.621126638
31970,0.359373829,8.099773659,0.024211494,0.621126638
21603,0.172329812,8.081471496,0.024604283,0.62535887
24734,-0.198223635,7.305704066,0.025763709,0.648820005
27879,-0.258943906,7.148273585,0.026330765,0.657072281
22619,-0.256580984,7.739080799,0.026972767,0.661988543
35333,0.165449099,8.455878268,0.027168927,0.661988543
20414,0.228064078,7.124379414,0.027329728,0.661988543
57727,-0.197553329,8.063880456,0.027923088,0.661988543
30115,0.196016366,8.903576849,0.02795586,0.661988543
18479,0.168395625,8.23549209,0.028382941,0.661988543
11511,0.175480444,8.297661011,0.028453936,0.661988543
33914,-0.171759505,7.627907588,0.028633663,0.661988543
27597,0.20553542,8.161704541,0.028698228,0.661988543
1056,-0.212581839,8.739152165,0.028980296,0.66292428
56831,-0.210485394,7.363142764,0.029647873,0.672590178
56344,0.202709669,7.923018793,0.031781792,0.715090314
48015,0.194623418,9.175614765,0.032591696,0.726328649
3393,0.179968793,8.406608761,0.032965127,0.726328649
52170,0.184472243,8.155349302,0.033337096,0.726328649
47883,0.185563615,8.309945494,0.03345173,0.726328649
41724,0.17951332,7.537266188,0.033604276,0.726328649
36436,0.193126073,11.4619221,0.034777214,0.74580823
24900,0.173284984,8.227816465,0.035803654,0.761868444
21362,-0.210258667,9.036762579,0.03632327,0.766979809
46621,-0.159630685,7.824508537,0.036662691,0.768237311
786,0.180563671,8.851480798,0.037015956,0.769763633
20689,-0.155618735,8.299225465,0.03730851,0.770013991
26894,-0.184509217,7.675927983,0.03809753,0.775211059
49833,-0.171058619,7.990622471,0.038125134,0.775211059
29739,0.211756168,7.164517963,0.038557708,0.778241966
18123,0.171632002,7.474909977,0.039279486,0.783417885
12968,0.204661331,8.272173398,0.039573236,0.783417885
42688,0.16273072,7.942734313,0.039670341,0.783417885
27365,0.192883398,7.769393713,0.039977648,0.783847448
47720,0.171650685,8.35212094,0.040612348,0.79035858
49725,-0.16872823,7.80217608,0.041070876,0.79035858
44274,0.16396385,7.937518112,0.041387827,0.79035858
46911,-0.211723919,7.616196426,0.041575315,0.79035858
37541,0.163781989,9.71748294,0.042205426,0.79035858
39546,0.197892311,7.284767645,0.042295592,0.79035858
45696,-0.249480686,8.802977659,0.042375559,0.79035858
27744,0.167053385,7.648917852,0.04261314,0.79035858
16831,-0.158233084,8.672921908,0.043231152,0.795871264
3092,-0.152043803,8.329183918,0.043490233,0.795871264
56559,-0.182183219,9.313657854,0.044197847,0.803464171
3679,0.173362071,7.205344174,0.044834676,0.806220448
46315,0.173884906,7.768252295,0.044936877,0.806220448
10035,-0.197009766,7.774427134,0.045754593,0.813817986
37181,-0.203273007,9.202941123,0.045953292,0.813817986
19306,0.153109703,7.894380887,0.046663751,0.821102548
52533,-0.174018518,7.451147647,0.047356215,0.822185904
52871,-0.176074459,9.327453714,0.047747736,0.822185904
56674,-0.235463874,7.724231622,0.047899316,0.822185904
17336,-0.164878958,7.49757286,0.0479497,0.822185904
11121,0.147984932,8.075248306,0.048222926,0.822185904
43899,0.175892173,7.928943389,0.049564968,0.839850854
5048,0.177982654,10.52711072,0.050746956,0.854603649
32073,0.148971954,8.231886981,0.051513374,0.854985041
3071,-0.156117853,8.748860495,0.051695157,0.854985041
52476,-0.239364735,7.144788579,0.051704013,0.854985041
51168,0.180906661,7.278189556,0.052262868,0.85722836
26630,0.187998868,7.139649755,0.052823659,0.85722836
33880,0.170177239,8.485029891,0.053009674,0.85722836
56360,-0.168988568,9.393169744,0.053181462,0.85722836
11285,-0.190027121,7.578266499,0.053458275,0.85722836
4430,0.166922069,8.125344853,0.053977431,0.85722836
34623,0.15170661,8.628487907,0.054025685,0.85722836
23163,-0.158173223,7.679960826,0.054522114,0.860133345
3102,0.171955253,7.190887995,0.056452464,0.881121528
48994,0.159310046,10.43572431,0.056494495,0.881121528
24755,-0.1521374,7.543627512,0.057732716,0.885487958
25702,0.149934786,8.507649632,0.058556782,0.885487958
50716,-0.170737438,8.221008528,0.059317478,0.885487958
8302,-0.197327839,7.653046074,0.059609823,0.885487958
43770,0.153583817,12.33443273,0.060190114,0.885487958
27958,0.167977858,10.01536573,0.060249522,0.885487958
4986,0.189457587,8.017051981,0.060381843,0.885487958
23912,-0.165480561,7.529261906,0.060779015,0.885487958
47280,-0.168966318,9.796352719,0.061430778,0.885487958
6240,-0.174822353,7.209950105,0.061431397,0.885487958
8679,0.148657837,8.389682354,0.062402898,0.885487958
45278,-0.255012862,8.641457621,0.062914337,0.885487958
53726,-0.139918077,7.981267146,0.063364636,0.885487958
54455,0.13950498,8.420599973,0.063392397,0.885487958
2484,-0.145606047,7.431407494,0.063400446,0.885487958
10279,0.136788902,8.667838191,0.063452598,0.885487958
34770,-0.207600833,7.406673501,0.064563674,0.885487958
20859,-0.149124273,7.427999333,0.064708626,0.885487958
30928,0.257493457,7.075446348,0.065009923,0.885487958
56207,-0.150594818,8.20552297,0.065462162,0.885487958
1074,-0.165678252,9.526545817,0.065717231,0.885487958
56537,-0.172611845,8.279121614,0.065964707,0.885487958
4218,-0.167481968,8.064232196,0.066926445,0.885487958
49488,0.338852168,8.160654491,0.067164014,0.885487958
52907,-0.158296434,8.229086391,0.067327633,0.885487958
44809,-0.238402488,7.13280922,0.067620656,0.885487958
3919,0.148505059,8.905904203,0.067620871,0.885487958
56758,-0.180559407,7.166736353,0.067794076,0.885487958
31774,-0.153060079,7.863856147,0.067917909,0.885487958
52642,-0.155919004,8.449673894,0.068147855,0.885487958
1908,-0.175782576,7.984906631,0.068286648,0.885487958
10356,0.129852152,8.396038832,0.068456462,0.885487958
25635,0.148551665,8.227902091,0.068604619,0.885487958
28781,0.172287677,7.927528739,0.068903444,0.885487958
37182,-0.20950337,9.041054925,0.069266574,0.885487958
975,0.162408166,8.561562301,0.069577633,0.885487958
6588,-0.182695633,9.440892574,0.06973093,0.885487958
33626,0.189916862,8.272459244,0.069925325,0.885487958
366,0.143770443,7.744801823,0.070037454,0.885487958
56624,0.149804009,9.912867023,0.070120054,0.885487958
6625,0.235925169,7.689247498,0.070218276,0.885487958
40144,0.17646579,7.336697723,0.070322905,0.885487958
38758,-0.14843248,7.416508682,0.071524392,0.892909457
33047,-0.145679943,7.412317555,0.071834853,0.892909457
48310,-0.183113905,7.463970407,0.072024765,0.892909457
36131,0.142992205,8.590228707,0.072477884,0.892909457
14228,0.160008084,7.630082693,0.072538728,0.892909457
51921,0.175195339,7.24308831,0.074558625,0.912449695
14395,-0.178026885,7.928253214,0.074790959,0.912449695
24760,-0.149053633,7.377729118,0.076577281,0.928810236
3303,-0.206697086,7.616774318,0.077348847,0.928810236
44087,-0.139251771,8.554524374,0.07776445,0.928810236
48374,-0.155773245,7.27641581,0.078242786,0.928810236
2904,0.145162557,7.562870925,0.0786168,0.928810236
48366,-0.213009185,7.802327236,0.07875527,0.928810236
4647,-0.144858169,9.096821841,0.078902183,0.928810236
34001,0.142370295,7.546115754,0.079044375,0.928810236
37468,0.143994735,10.30844812,0.079879044,0.928810236
56741,-0.152703781,7.631606132,0.08012778,0.928810236
49874,-0.169219216,7.90841138,0.08051201,0.928810236
28412,-0.213455688,7.528430849,0.080736558,0.928810236
49092,-0.199250362,7.134272599,0.080991509,0.928810236
31929,0.144968543,7.406303176,0.0812636,0.928810236
37936,0.200186398,7.832142221,0.082055102,0.928810236
5420,0.151219287,10.30438734,0.08221435,0.928810236
51621,-0.131639666,8.687079384,0.082461746,0.928810236
32478,0.152367654,7.72126964,0.082991166,0.928810236
48682,-0.181400518,7.107316058,0.083394573,0.928810236
20807,0.143206454,8.060133699,0.083752821,0.928810236
38494,0.184541143,7.447949235,0.083899794,0.928810236
35996,0.16352697,7.57176212,0.084022237,0.928810236
25415,0.144195658,10.07833641,0.084027821,0.928810236
43813,-0.138270629,8.684644967,0.084252732,0.928810236
11691,0.188556375,7.915784567,0.085021962,0.933541138
12894,0.133447023,7.787862468,0.085681509,0.934832668
36897,-0.172794052,7.26067545,0.085820704,0.934832668
33592,0.168402406,7.240481678,0.086783232,0.935734708
28187,-0.14839795,8.176588477,0.087192168,0.935734708
48619,-0.12854392,8.311124145,0.08719586,0.935734708
38845,-0.141622844,7.422108331,0.087267062,0.935734708
17434,-0.137830357,9.445348101,0.08768004,0.936504703
54572,-0.146517718,7.611420193,0.088109844,0.937447759
46499,-0.145531095,9.159138684,0.088500576,0.937969427
43808,0.15742492,8.620246174,0.089142321,0.941137197
43837,0.163371326,10.98336515,0.089679481,0.941556172
17815,-0.235739822,8.8467128,0.089868021,0.941556172
1361,-0.151980833,7.19349834,0.091213674,0.952021044
337,-0.138816917,7.391729082,0.092906155,0.96299229
38902,-0.143838017,7.506195667,0.092966469,0.96299229
1752,0.214368069,9.727405999,0.093457117,0.964435286
34737,0.209283422,8.365465999,0.093958572,0.964826448
48266,-0.237749687,8.250121974,0.094571163,0.964826448
37485,-0.150749334,7.742131524,0.095153198,0.964826448
48723,0.133975487,7.665124121,0.095363799,0.964826448
2700,0.128445043,8.310262927,0.095429264,0.964826448
43741,0.14071048,8.939556336,0.09584363,0.964826448
