,logFC,logCPM,PValue,FDR
22610,-0.254630805,7.50550616,0.096692437,0.964826448
34582,0.152871169,7.566894698,0.097250354,0.964826448
44814,-0.142885279,8.244651701,0.09837476,0.964826448
1157,-0.236974353,7.219375954,0.098817905,0.964826448
38585,0.154230689,9.145467442,0.09900374,0.964826448
55215,0.15112684,10.07873785,0.099347943,0.964826448
53203,0.125601236,8.176973933,0.099728949,0.964826448
31899,-0.165058866,7.168824969,0.10129254,0.964826448
47083,-0.153532172,8.158883447,0.102382497,0.964826448
122,0.131845167,7.353535077,0.102655777,0.964826448
6228,0.166228666,10.19152833,0.102753315,0.964826448
14272,0.150730427,7.900180446,0.102977424,0.964826448
56372,0.136267622,8.007048368,0.10325188,0.964826448
20294,0.142151332,8.26339372,0.104026817,0.964826448
56364,-0.144775319,8.236352221,0.105041518,0.964826448
20089,-0.14632927,7.869451847,0.1053398,0.964826448
37548,0.120838906,8.37229695,0.105495439,0.964826448
18074,0.163682305,8.431157466,0.105659037,0.964826448
54398,-0.141288419,7.356795803,0.106101061,0.964826448
21767,0.141093087,7.961502548,0.106311053,0.964826448
12203,-0.166702294,9.491571681,0.106774419,0.964826448
37901,0.13414462,8.925578041,0.106861252,0.964826448
55892,-0.130480392,7.826132595,0.107496858,0.964826448
1434,-0.12744279,8.877985471,0.107594109,0.964826448
31891,0.132953935,7.467353927,0.108121515,0.964826448
35039,-0.175845837,7.628179958,0.108358337,0.964826448
20949,-0.212141867,7.552503637,0.108740449,0.964826448
55974,0.130806288,8.764601237,0.108960631,0.964826448
32727,-0.127339588,7.548807078,0.109120773,0.964826448
37637,0.128784311,8.447101825,0.109270192,0.964826448
53161,-0.124029691,7.994878371,0.109751439,0.964826448
20257,0.172704611,9.745340947,0.110256548,0.964826448
20988,0.129562856,8.635143222,0.11026921,0.964826448
13868,-0.173951835,7.439721318,0.11140342,0.964826448
45356,0.144464554,7.721893767,0.111951984,0.964826448
17857,0.137053937,10.87832415,0.112483412,0.964826448
67,-0.177524621,8.060647985,0.112638772,0.964826448
53108,-0.179324972,7.390929454,0.112993767,0.964826448
34555,0.143359673,7.502338757,0.113006881,0.964826448
45594,0.226514049,10.80142091,0.113144376,0.964826448
32718,-0.121770947,8.516989411,0.113910304,0.964826448
5912,0.139014455,8.27719249,0.114004656,0.964826448
30097,0.125839826,7.430326823,0.114026372,0.964826448
11612,0.171414602,7.769548195,0.114280439,0.964826448
45659,-0.196628995,8.408449077,0.114584733,0.964826448
51679,0.151493265,7.286871489,0.115306745,0.964826448
3703,-0.133185337,7.413812968,0.115896682,0.964826448
17684,-0.143144861,8.292033302,0.116381024,0.964826448
33262,0.122461095,7.902359158,0.117380173,0.964826448
53963,-0.134487225,8.344042499,0.11821938,0.964826448
32256,0.122527251,8.355154266,0.118507879,0.964826448
49403,0.139158398,7.695447482,0.119220864,0.964826448
37273,-0.142849405,7.970141564,0.119303206,0.964826448
27152,0.161097972,9.633852339,0.11972942,0.964826448
56816,-0.195405184,7.827264285,0.119924474,0.964826448
25872,0.140534721,7.61332429,0.119972082,0.964826448
53372,-0.16921508,7.268962708,0.120160238,0.964826448
297,0.17449354,11.55708843,0.120182054,0.964826448
7088,0.136346227,7.19739649,0.121028232,0.964826448
52410,-0.22371332,7.532822023,0.121258687,0.964826448
54171,-0.193131185,7.835837449,0.121465297,0.964826448
57063,-0.137167081,7.99721243,0.121692697,0.964826448
43181,0.122918868,8.542286006,0.122232069,0.964826448
55904,-0.152329797,7.139026474,0.123006166,0.964826448
28697,-0.112839385,8.533775888,0.123257963,0.964826448
38923,-0.15859402,7.937255885,0.123691087,0.964826448
22477,-0.175856596,9.932180567,0.123892754,0.964826448
47974,-0.140817133,7.905081852,0.124077026,0.964826448
39048,-0.137420658,8.173211959,0.124924704,0.964826448
9600,0.165410078,10.62210034,0.125979902,0.964826448
1144,-0.139807792,7.231177654,0.126816809,0.964826448
5367,0.117183746,7.76419451,0.127134612,0.964826448
56752,-0.161897808,7.606453715,0.127493025,0.964826448
26548,0.124016032,8.010298618,0.128513851,0.964826448
2526,0.176160671,7.131710994,0.128516717,0.964826448
24207,0.132516063,10.08727885,0.128704362,0.964826448
46555,0.120781577,7.733047947,0.129219708,0.964826448
41661,-0.110865437,8.368729575,0.129782737,0.964826448
41048,0.153322575,7.439692632,0.12981857,0.964826448
19515,0.12081759,13.89521576,0.130277743,0.964826448
31022,-0.135027784,7.535880682,0.130285258,0.964826448
15182,0.127880006,7.365144645,0.130374353,0.964826448
13653,0.139911722,9.165661051,0.130600431,0.964826448
49832,-0.123527501,7.945929806,0.130937943,0.964826448
12935,0.124169603,8.690925426,0.131211425,0.964826448
51835,-0.129730632,8.609174596,0.131215636,0.964826448
